Bal,Brick,Dist,Floor,Kitsp,Livsp,Metrdist,N,New,Nfloors,Price,Rooms,Tel,Totsp,Walk,district
1,0,18655.223491685865,10,9.0,31.0,7.0,207,0,17,7000000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17084.694504593084,9,6.0,28.0,3.0,208,0,9,7000000,2,1,44.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,18178.268927856912,1,9.0,30.0,14.0,209,0,9,7000000,2,1,50.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18440.387542955898,7,7.0,30.0,12.0,210,0,12,7000000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18440.387542955898,3,6.0,28.4,12.0,211,0,12,7000000,2,0,44.4,1,Orekhovo-Borisovo Yuzhnoye
1,0,17833.200175504204,1,6.0,28.0,10.0,212,0,9,7000000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18177.867620751265,1,1.0,34.0,16.0,213,0,17,7050000,2,1,58.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17934.2832045727,8,8.0,28.0,10.0,214,0,9,7100000,2,1,44.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18289.584523040066,9,6.0,31.0,14.0,215,0,9,7100000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18577.25743879618,13,9.0,31.0,18.0,216,0,14,7100000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18085.83074781832,17,8.0,31.0,12.0,217,0,17,7150000,2,0,51.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,17583.0536953293,1,6.0,30.0,15.0,218,0,9,7150000,2,0,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,7,1.0,35.0,7.0,219,1,12,7151900,2,1,60.1,1,Orekhovo-Borisovo Yuzhnoye
0,0,17153.196853481826,4,6.0,28.0,2.0,220,0,9,7200000,2,1,44.2,1,Orekhovo-Borisovo Yuzhnoye
0,0,17849.894169214964,8,6.0,28.0,15.0,221,0,9,7200000,2,0,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17292.99369725434,3,6.0,26.0,10.0,222,0,9,7200000,2,0,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17292.99369725434,3,6.0,34.0,10.0,223,0,9,7200000,3,0,51.5,1,Orekhovo-Borisovo Yuzhnoye
1,1,18771.56085808203,24,9.0,18.0,20.0,224,0,25,5999000,1,1,39.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,2,1.0,35.0,7.0,225,1,12,6555600,2,1,60.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,17321.14173009219,8,1.0,34.0,7.0,226,0,17,10300000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17897.24545928045,2,6.0,28.3,8.0,227,0,9,7200000,2,1,44.1,1,Orekhovo-Borisovo Yuzhnoye
0,0,17849.894169214964,8,6.0,28.0,7.0,228,0,9,7200000,2,0,44.0,0,Orekhovo-Borisovo Yuzhnoye
1,0,18477.569280892778,14,9.0,32.0,20.0,229,0,16,7200000,2,1,53.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18655.223491685865,3,1.0,31.0,7.0,230,0,17,7200000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17699.406000084527,1,1.0,28.0,10.0,231,0,16,7200000,2,0,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,2,6.0,30.0,15.0,232,0,12,7200000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17833.200175504204,2,6.0,28.0,10.0,233,0,9,7200000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18655.223491685865,5,1.0,34.2,17.0,234,0,17,7298000,2,1,60.4,1,Orekhovo-Borisovo Yuzhnoye
1,0,18129.123611752366,4,9.0,32.0,5.0,235,0,17,7300000,2,1,54.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,17637.24263170631,16,8.0,31.0,10.0,236,0,16,7300000,2,1,53.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17637.24263170631,16,9.0,30.0,10.0,237,0,16,7300000,2,0,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18441.36939417144,12,9.0,31.3,15.0,238,0,12,7300000,2,1,50.6,1,Orekhovo-Borisovo Yuzhnoye
1,0,18058.763117711245,5,9.0,32.0,10.0,239,0,12,7350000,2,1,50.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18232.13717319774,7,7.0,30.0,7.0,240,0,12,7450000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,3,1.0,45.0,7.0,241,1,10,7463500,2,1,64.9,1,Orekhovo-Borisovo Yuzhnoye
1,0,18035.603514654606,7,6.0,43.0,15.0,242,0,9,7490000,3,1,59.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18262.418243985165,2,9.0,36.0,10.0,243,0,17,7499000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17929.745508968696,6,6.0,45.1,10.0,244,0,12,7500000,3,0,64.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,18190.563977623886,6,6.0,30.0,18.0,245,0,9,7500000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17892.507420097594,5,6.0,28.0,10.0,246,0,12,7500000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18198.11928561635,16,1.0,28.2,11.0,247,0,16,7500000,2,1,50.2,1,Orekhovo-Borisovo Yuzhnoye
0,0,17849.894169214964,7,6.0,27.0,15.0,248,0,9,7500000,2,0,44.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17152.697217756853,11,6.0,28.0,1.0,249,0,12,7500000,2,0,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18026.687178258893,13,1.0,30.0,10.0,250,0,16,7500000,2,1,57.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18566.249757762755,7,8.0,30.4,12.0,251,0,14,7500000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,0.0,36.0,15.0,252,0,9,9250000,3,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,17321.14173009219,8,1.0,34.0,7.0,253,0,17,10300000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17583.0536953293,7,6.0,21.0,10.0,254,0,9,5300000,1,1,35.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18035.603514654606,6,6.0,38.0,12.0,255,0,9,7500000,3,1,50.6,1,Orekhovo-Borisovo Yuzhnoye
1,0,17643.28789825747,1,7.0,31.0,9.0,256,0,9,7550000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17929.745508968696,6,6.0,45.1,10.0,257,0,12,7600000,3,1,63.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,18395.319538245232,10,8.0,31.0,10.0,258,0,17,7600000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18440.387542955898,2,7.0,46.0,15.0,259,0,12,7600000,3,1,65.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17637.24263170631,16,9.0,36.0,10.0,260,0,16,7600000,2,1,53.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17687.83524176583,5,6.0,28.0,8.0,261,0,12,7600000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18010.133711546117,6,7.0,29.0,10.0,262,0,12,7600000,2,1,45.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,17959.42948289394,3,1.0,30.0,7.0,263,0,16,7650000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17810.398773475423,4,8.0,38.0,7.0,264,0,9,7700000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,8,6.0,42.0,15.0,265,0,9,7700000,3,0,61.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18339.34580864216,6,9.0,39.0,18.0,266,0,9,7700000,3,1,63.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17914.831545513927,10,6.0,41.0,10.0,267,0,12,7700000,3,0,65.0,0,Orekhovo-Borisovo Yuzhnoye
0,0,17643.28789825747,1,7.0,31.0,11.0,268,0,9,7700000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18462.81234997508,2,8.0,38.4,19.0,269,0,9,7700000,3,1,61.9,1,Orekhovo-Borisovo Yuzhnoye
1,0,18395.319538245232,5,8.0,31.0,11.0,270,0,17,7750000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18096.716101500628,7,0.0,37.0,12.0,271,0,12,7750000,3,1,60.5,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,6,1.0,45.0,7.0,272,1,12,7770550,2,1,66.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,17745.286163973124,3,8.0,39.0,10.0,273,0,9,7780000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18096.716101500628,9,6.0,43.0,10.0,274,0,12,7800000,3,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17757.026434332794,7,7.0,27.0,8.0,275,0,12,7800000,2,1,44.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17494.837242723406,5,8.0,39.0,14.0,276,0,9,7800000,3,1,61.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,18030.685639132047,6,6.0,45.0,10.0,277,0,9,7800000,3,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18314.731198294932,7,9.0,31.0,13.0,278,0,17,7900000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17615.55355192256,7,9.0,30.0,9.0,279,0,12,7900000,2,1,53.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17321.14173009219,8,1.0,34.0,7.0,280,0,17,10300000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17583.0536953293,7,6.0,21.0,10.0,281,0,9,5300000,1,1,35.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,0.0,36.0,15.0,282,0,9,9250000,3,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,18223.131984780128,11,8.0,31.0,15.0,283,0,17,7900000,2,1,51.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17615.55355192256,7,9.0,30.0,5.0,284,0,12,7900000,2,0,53.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17194.757493519835,9,6.0,24.0,10.0,285,0,9,7900000,2,0,41.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18003.555102194994,6,8.0,39.0,15.0,286,0,9,7900000,3,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17565.574719305358,3,9.0,38.0,5.0,287,0,9,8000000,3,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,3,8.0,30.5,5.0,288,0,17,8000000,2,0,50.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,18395.319538245232,11,8.0,30.0,13.0,289,0,17,8000000,2,0,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,7,9.0,32.0,15.0,290,0,12,8000000,2,1,44.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,18441.36939417144,8,9.0,32.0,17.0,291,0,12,8000000,2,1,50.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17958.505856971024,7,7.0,41.0,14.0,292,0,12,8000000,3,1,64.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17376.42106983749,8,6.0,29.0,5.0,293,0,12,8000000,2,1,45.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17637.24263170631,15,8.0,32.0,7.0,294,0,16,8000000,2,1,53.1,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,2,1.0,38.0,7.0,295,1,10,8075760,2,1,64.4,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,4,1.0,36.0,7.0,296,1,15,8095920,2,1,63.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,17478.285797412816,1,7.0,44.0,5.0,297,0,12,8100000,3,0,68.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17795.455740387966,6,8.0,40.0,12.0,298,0,9,8100000,3,1,60.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,18262.418243985165,8,8.0,32.0,10.0,299,0,17,8100000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18081.93658615719,8,1.0,44.0,15.0,300,0,12,8200000,3,1,65.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18058.763117711245,11,1.0,43.6,15.0,301,0,12,8200000,3,1,66.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18277.589991703244,11,8.0,31.0,7.0,302,0,17,8200000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18314.731198294932,17,1.0,32.2,12.0,303,0,17,8200000,2,1,58.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,17469.530554864228,8,8.0,40.0,12.0,304,0,9,8200000,3,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18081.93658615719,10,6.0,40.9,15.0,305,0,12,8200000,3,1,60.3,1,Orekhovo-Borisovo Yuzhnoye
0,0,17977.58406572492,4,6.0,28.1,7.0,306,0,12,8250000,2,1,45.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,18027.721780989392,12,7.0,30.0,10.0,307,0,12,8250000,2,1,46.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,0.0,36.0,15.0,308,0,9,9250000,3,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,12,7.0,45.0,10.0,309,0,12,8804254,3,1,66.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,2,1.0,35.0,7.0,310,1,12,6555600,2,1,60.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,4,8.0,31.0,10.0,311,0,17,8300000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17661.147815957534,6,8.0,30.4,10.0,312,0,12,8300000,2,0,52.4,1,Orekhovo-Borisovo Yuzhnoye
1,0,17833.07314324902,1,6.0,43.0,11.0,313,0,9,8300000,3,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18035.603514654606,7,6.0,42.0,17.0,314,0,9,8300000,3,1,58.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18223.131984780128,13,1.0,35.0,10.0,315,0,17,8350000,2,0,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17883.16393773263,7,8.0,41.0,6.0,316,0,9,8350000,3,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
0,1,18843.7439387692,6,2.0,30.0,18.0,317,0,24,8400000,2,0,59.0,0,Orekhovo-Borisovo Yuzhnoye
1,0,17883.16393773263,7,8.0,40.0,10.0,318,0,9,8400000,3,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17929.745508968696,12,6.0,45.3,15.0,319,0,12,8500000,3,1,63.2,1,Orekhovo-Borisovo Yuzhnoye
0,0,17313.288963320083,2,9.0,32.0,3.0,320,0,17,8500000,2,0,56.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18030.685639132047,2,6.0,34.0,5.0,321,0,9,8500000,3,1,50.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17494.837242723406,5,8.0,40.0,7.0,322,0,9,8500000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17983.575323326502,8,9.0,32.0,8.0,323,0,17,8500000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17883.16393773263,7,8.0,38.0,7.0,325,0,9,8500000,3,1,60.7,1,Orekhovo-Borisovo Yuzhnoye
0,0,17525.822394936313,8,9.0,39.0,10.0,326,0,9,8500000,3,1,60.4,1,Orekhovo-Borisovo Yuzhnoye
1,0,17548.787178061266,11,8.0,30.5,5.0,327,0,12,8500000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18289.584523040066,9,8.0,39.2,12.0,328,0,9,8550000,3,0,60.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,17987.949368967467,3,6.0,44.0,6.0,329,0,12,8600000,3,1,61.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,18494.847834672375,5,8.0,42.0,15.0,330,0,9,8700000,3,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17833.07314324902,5,6.0,38.0,10.0,331,0,9,8750000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18655.223491685865,11,1.0,45.2,15.0,332,0,17,8800000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18232.13717319774,9,7.0,30.6,12.0,333,0,12,8800000,2,1,48.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,12,1.0,45.0,7.0,334,1,12,8810700,2,1,68.3,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,13,1.0,36.0,7.0,335,1,13,8832300,2,1,59.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18771.56085808203,24,9.0,18.0,20.0,336,0,25,5999000,1,1,39.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,2,1.0,35.0,7.0,337,1,12,6555600,2,1,60.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,2.0,29.0,15.0,338,0,9,9250000,2,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,12,1.0,36.0,7.0,339,1,14,8864100,2,1,63.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17654.628179336207,14,9.0,32.0,5.0,340,0,17,8900000,2,1,55.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17309.25831025305,5,7.0,43.0,10.0,341,0,12,8900000,3,1,68.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17583.84025954985,10,9.0,31.0,10.0,343,0,12,8900000,2,1,52.4,1,Orekhovo-Borisovo Yuzhnoye
1,1,18843.7439387692,20,9.0,30.2,15.0,344,0,24,8900000,2,1,57.8,1,Orekhovo-Borisovo Yuzhnoye
1,0,18174.80183142584,9,8.0,30.0,10.0,345,0,9,8900000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18023.429048027156,11,1.0,34.0,10.0,346,0,14,9000000,2,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18415.207467433855,14,9.0,44.0,15.0,347,0,16,9000000,3,1,65.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,5,6.0,43.0,20.0,348,0,9,9000000,3,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18314.731198294932,1,1.0,42.0,10.0,349,0,17,9050000,3,1,74.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,4,1.0,38.0,7.0,350,1,19,9134100,2,1,59.7,1,Orekhovo-Borisovo Yuzhnoye
0,0,18373.577847139088,1,1.0,50.9,10.0,351,0,17,9150000,3,1,74.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17059.02311515387,2,8.0,39.0,6.0,352,0,9,9180000,3,0,63.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,11,1.0,38.0,7.0,353,1,14,9191940,2,1,64.1,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,13,1.0,36.0,7.0,354,1,14,9191910,2,1,63.7,1,Orekhovo-Borisovo Yuzhnoye
1,0,18069.43400723667,5,1.0,44.0,12.0,355,0,12,9200000,3,1,66.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17810.398773475423,9,9.0,43.0,12.0,356,0,9,9200000,3,1,62.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17499.99831670468,13,9.0,32.0,10.0,357,0,16,9200000,2,1,53.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,17120.658502215825,9,6.0,35.0,10.0,358,0,9,9300000,3,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18069.43400723667,5,1.0,43.7,15.0,359,0,12,9300000,3,0,66.4,1,Orekhovo-Borisovo Yuzhnoye
1,1,17471.09999110767,7,1.0,31.0,10.0,360,0,17,9300000,2,1,52.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,3,1.0,45.0,7.0,361,0,17,9300000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,13,1.0,34.0,7.0,362,0,17,9500000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17059.02311515387,8,8.0,39.0,5.0,363,0,9,9500000,3,1,60.3,1,Orekhovo-Borisovo Yuzhnoye
1,1,18771.56085808203,24,9.0,18.0,20.0,364,0,25,5999000,1,1,39.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,3,0.0,18.0,7.0,365,1,10,3575000,1,1,28.6,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,12,7.0,45.0,10.0,366,0,12,8804254,3,1,66.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17868.87774191659,1,9.0,40.0,12.0,367,0,17,9500000,3,0,67.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17709.061518939085,5,8.0,29.0,2.0,368,0,12,9550000,2,0,50.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17983.575323326502,17,1.0,46.0,5.0,369,0,17,9600000,3,1,77.8,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,1,1.0,45.2,15.0,370,0,16,9600000,3,1,74.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,18440.387542955898,7,6.0,60.0,10.0,371,0,12,9700000,4,1,84.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,17120.658502215825,6,6.0,39.0,10.0,372,0,9,9700000,3,1,59.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18843.7439387692,11,1.0,34.3,15.0,373,0,24,9800000,2,1,59.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,0.0,36.0,25.0,374,0,9,9850000,3,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,17471.09999110767,10,9.0,31.0,12.0,375,0,17,9950000,2,0,53.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17983.575323326502,9,1.0,44.0,4.0,376,0,17,10000000,3,1,76.3,1,Orekhovo-Borisovo Yuzhnoye
1,0,17983.575323326502,9,1.0,45.0,7.0,377,0,17,10000000,3,1,76.3,1,Orekhovo-Borisovo Yuzhnoye
1,0,18023.429048027156,3,9.0,32.0,5.0,378,0,17,10000000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17376.14251259428,3,1.0,34.0,10.0,379,0,17,10000000,2,1,60.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18203.523578481185,12,1.0,43.5,9.0,380,0,17,10000000,3,1,73.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17168.40517837257,21,9.0,35.0,5.0,381,0,22,10200000,2,1,61.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17444.01211967638,2,7.0,43.7,3.0,382,0,12,10200000,3,1,63.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17857.590639608952,16,1.0,46.0,4.0,383,0,17,10200000,3,1,76.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,17471.09999110767,2,1.0,35.0,10.0,384,0,17,10300000,2,1,65.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,17471.09999110767,2,1.0,33.2,14.0,385,0,17,10300000,2,1,65.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18655.223491685865,11,1.0,46.5,17.0,386,0,17,10400000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,18262.418243985165,16,1.0,44.4,7.0,387,0,17,10490000,3,1,77.8,0,Orekhovo-Borisovo Yuzhnoye
1,0,18262.418243985165,17,1.0,45.0,10.0,388,0,17,10499000,3,1,74.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18373.577847139088,14,1.0,44.9,12.0,389,0,17,10500000,3,1,74.2,1,Orekhovo-Borisovo Yuzhnoye
1,0,18027.721780989392,5,7.0,57.8,15.0,390,0,12,10500000,4,1,81.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18042.821050449988,1,1.0,45.2,5.0,391,0,17,10500000,3,0,70.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,3,0.0,18.0,7.0,392,1,10,3575000,1,1,28.6,1,Orekhovo-Borisovo Yuzhnoye
1,1,18771.56085808203,24,9.0,18.0,20.0,393,0,25,5999000,1,1,39.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18349.00938390612,4,0.0,36.0,15.0,394,0,9,9250000,3,1,58.1,1,Orekhovo-Borisovo Yuzhnoye
1,0,17983.575323326502,7,1.0,44.0,5.0,395,0,17,10500000,3,1,76.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,2,7.0,60.0,12.0,396,0,12,10700000,4,1,85.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17959.42948289394,1,1.0,42.0,10.0,397,0,16,10700000,3,0,70.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18222.886658181073,2,7.0,60.0,13.0,398,0,12,10700000,4,1,85.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18387.08257884422,8,1.0,43.0,12.0,399,0,16,10700000,3,1,72.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18262.418243985165,14,1.0,46.0,10.0,400,0,17,10750000,3,1,77.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17959.42948289394,1,1.0,42.0,10.0,401,0,16,10800000,3,1,70.0,1,Orekhovo-Borisovo Yuzhnoye
0,0,17154.820366021086,1,1.0,43.0,3.0,402,0,22,10900000,3,1,76.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18655.223491685865,7,1.0,45.3,10.0,403,0,17,11000000,3,1,74.6,0,Orekhovo-Borisovo Yuzhnoye
1,0,18262.418243985165,7,1.0,45.8,10.0,404,0,17,11000000,3,1,74.5,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,2,1.0,60.0,7.0,405,1,12,11040000,3,1,92.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18771.56085808203,8,8.0,40.0,25.0,406,0,27,11200000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,17471.09999110767,13,9.0,32.0,10.0,407,0,17,11300000,2,1,54.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18680.912910828414,3,1.0,46.2,12.0,408,0,16,11299999,3,1,74.8,1,Orekhovo-Borisovo Yuzhnoye
1,0,17331.0584053824,8,1.0,45.0,5.0,409,0,17,11490000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17376.14251259428,3,1.0,44.0,7.0,410,0,17,11500000,3,1,75.0,0,Orekhovo-Borisovo Yuzhnoye
1,0,18440.387542955898,8,6.0,60.0,7.0,411,0,12,11600000,4,1,85.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,18843.7439387692,5,1.0,34.0,10.0,412,0,24,11700000,2,1,59.0,1,Orekhovo-Borisovo Yuzhnoye
1,0,17614.210932652015,12,1.0,46.0,7.0,413,0,16,11800000,3,1,75.0,1,Orekhovo-Borisovo Yuzhnoye
1,1,18324.89228448692,18,1.0,60.0,7.0,414,1,19,11980500,3,1,81.5,1,Orekhovo-Borisovo Yuzhnoye
1,0,17480.38830330148,5,1.0,46.0,8.0,415,0,16,12000000,3,1,78.0,1,Orekhovo-Borisovo Yuzhnoye
